Disease	Acc_Id	Annotations	Annotated Genes	Strains	Matched By
Acute lymphoblastic leukemia	DOID:9952	273	Abcb1a(619951 - Rat);Abcc2(2366 - Rat);Abcg2(631345 - Rat);Abl1(1584969 - Rat);Abo(2307241 - Rat);Acoxl(1306814 - Rat);Aicda(1303222 - Rat);Akr1c3(708428 - Rat);Apoe(2138 - Rat);Arid5b(1311735 - Rat);Arnt(2153 - Rat);Atf7ip(1306030 - Rat);Atm(1593265 - Rat);Bax(2192 - Rat);Bcl10(620544 - Rat);Bcl11a(1309923 - Rat);Bcl11b(1311128 - Rat);Bcl2(2199 - Rat);Bcl2l1(2200 - Rat);Bcr(1307993 - Rat);Birc5(70499 - Rat);Bmf(628658 - Rat);Bmp6(2214 - Rat);Bmpr1a(70989 - Rat);Braf(619908 - Rat);Brd2(1303324 - Rat);Btk(1359683 - Rat);C8h11orf65(1311251 - Rat);Card11(2323211 - Rat);Casp8(620945 - Rat);Cast(2278 - Rat);Cbl(1561386 - Rat);Ccdc50(727841 - Rat);Ccn2(621392 - Rat);Ccnd1(68384 - Rat);Ccnd3(2293 - Rat);Ccr4(620594 - Rat);Ccr7(735151 - Rat);Cd163(1310382 - Rat);Cd274(1566211 - Rat);Cd28(2299 - Rat);Cd40(619830 - Rat);Cd40lg(708418 - Rat);Cd46(3061 - Rat);Cd5(2309 - Rat);Cd68(1305970 - Rat);Cd79b(620012 - Rat);Cd80(2314 - Rat);Cd86(628714 - Rat);Cdk6(621121 - Rat);Cdkn2a(2323 - Rat);Cdkn2a_v1(1578733 - Rat);Cdkn2a_v2(1578738 - Rat);Cebpe(2329 - Rat);Cfb(2204 - Rat);Cnot3(1304771 - Rat);Cntn2(3821 - Rat);Cpeb1(1310421 - Rat);Crebbp(2401 - Rat);Crlf2(621078 - Rat);Csf3(2426 - Rat);Csf3r(1309114 - Rat);Csnk1a1(71098 - Rat);Csnk2a1(621663 - Rat);Csnk2b(619978 - Rat);Cspg4(619942 - Rat);Ctcf(621344 - Rat);Ctla4(61975 - Rat);Cxcr4(620465 - Rat);Cyba(620573 - Rat);Cyp1a1(2458 - Rat);Cyp1a2(2459 - Rat);Cyp1b1(2460 - Rat);Cyp2b3(628627 - Rat);Cyp2c79(1308166 - Rat);Cyp2d4(620640 - Rat);Cyp2e1(2475 - Rat);Cyp3a9(708392 - Rat);Dhfr(2500 - Rat);Dkc1(621780 - Rat);Dnmt3a(1303336 - Rat);Dnmt3b(1303274 - Rat);Dntt(1305054 - Rat);Dpyd(621218 - Rat);Dux4(1311053 - Rat);Ehmt1(1307588 - Rat);Ehmt2(1302972 - Rat);Eng(1593188 - Rat);Ephx1(2557 - Rat);Ercc1(1306992 - Rat);Ercc2(1309109 - Rat);Ercc4(1560340 - Rat);Erg(621108 - Rat);Etv6(1559537 - Rat);Ezh2(1595860 - Rat);F13a1(621495 - Rat);F3(2587 - Rat);Farp2(1308003 - Rat);Fas(619831 - Rat);Fbxw7(2321145 - Rat);Fcgr3a(1303067 - Rat);Fga(2603 - Rat);Fgfr1(620713 - Rat);Fh(2614 - Rat);Flt3(61308 - Rat);Foxp3(1562112 - Rat);Fpgs(1587713 - Rat);Fyn(2641 - Rat);Gata3(621250 - Rat);Gfi1b(1311727 - Rat);Gh1(2686 - Rat);Gnas(2716 - Rat);Gnb1(2718 - Rat);Gpi(2727 - Rat);Gpr183(1598095 - Rat);Gpx1(2729 - Rat);Gsr(621747 - Rat);Gstm1(2755 - Rat);Gstp1(2758 - Rat);Gstt1(2765 - Rat);H1f2(1587893 - Rat);Hck(2785 - Rat);Hdac1(1309799 - Rat);Hdac2(619976 - Rat);Hdac4(619979 - Rat);Hfe(2793 - Rat);Hk1(2796 - Rat);Hlf(1582828 - Rat);Hmga1(628699 - Rat);Hnrnpa2b1(1310403 - Rat);Hoxd4(1309690 - Rat);Hras(2827 - Rat);Icam1(2857 - Rat);Icos(620123 - Rat);Idh1(2862 - Rat);Ifna1(1306135 - Rat);Ifng(2866 - Rat);Ikzf1(1562979 - Rat);Ikzf2(1308686 - Rat);Ikzf3(1307024 - Rat);Il10(2886 - Rat);Il19(1583546 - Rat);Il1a(2890 - Rat);Il1b(2891 - Rat);Il1rn(621159 - Rat);Il2(620047 - Rat);Il4(2898 - Rat);Il5(2900 - Rat);Il6(2901 - Rat);Il7r(1309776 - Rat);Insl6(62061 - Rat);Irf4(1308050 - Rat);Irf8(1312024 - Rat);Itga4(1593249 - Rat);Itpa(1589751 - Rat);Jak1(69056 - Rat);Jak2(2939 - Rat);Jak3(2940 - Rat);Kdm2b(1310217 - Rat);Kdm3b(1583423 - Rat);Kdm6a(9275041 - Rat);Kmt2a(1586165 - Rat);Kras(2981 - Rat);Lef1(620241 - Rat);Lmo1(621166 - Rat);Lmo2(1307101 - Rat);Lrrc56(1311654 - Rat);Lyl1(1359244 - Rat);Mefv(61889 - Rat);Mga(1561597 - Rat);Mir143(2325566 - Rat);Mir145(2325565 - Rat);Ms4a1(1311999 - Rat);Msh6(2322311 - Rat);Mthfr(1309952 - Rat);Mtor(68371 - Rat);Mtr(621283 - Rat);Mtrr(1308671 - Rat);Myb(1560020 - Rat);Myc(3130 - Rat);Mycn(1584995 - Rat);Myd88(735043 - Rat);Nat2(70492 - Rat);Nbn(621420 - Rat);Nf1(3168 - Rat);Nos3(3186 - Rat);Notch1(3187 - Rat);Notch3(620761 - Rat);Nqo1(2503 - Rat);Nras(3205 - Rat);Nsd2(1307955 - Rat);Nt5c2(2323387 - Rat);Nup214(1304977 - Rat);Nup98(71033 - Rat);P2rx7(3241 - Rat);Pag1(620394 - Rat);Palb2(1304759 - Rat);Pax5(1565236 - Rat);Pbx1(1308213 - Rat);Pdgfra(3284 - Rat);Pecam1(61927 - Rat);Phf6(2323526 - Rat);Plcg1(3347 - Rat);Plcg2(3348 - Rat);Pmaip1(1359266 - Rat);Polb(3363 - Rat);Pon1(620062 - Rat);Ppp2r5c(1585097 - Rat);Prame(1596887 - Rat);Prdm14(2319590 - Rat);Prkcb(3396 - Rat);Prkd2(1308054 - Rat);Pten(61995 - Rat);Ptgs2(620349 - Rat);Ptpn11(3447 - Rat);Ptpn2(620710 - Rat);Qpct(1562284 - Rat);RT1-Ba(1595867 - Rat);RT1-Bb(3469 - Rat);Rb1(3540 - Rat);Rbl2(3541 - Rat);Recql4(1307732 - Rat);Rpl10(621178 - Rat);Rpl11(1308681 - Rat);Rpl5(619825 - Rat);Runx1(2283 - Rat);Sdha(621557 - Rat);Sf3b1(620148 - Rat);Sf3b2(1307159 - Rat);Slc19a1(3695 - Rat);Smarca4(621728 - Rat);Snrpe(2321675 - Rat);Sp140(1306355 - Rat);Spi1(1359607 - Rat);Stat1(3771 - Rat);Stat3(3772 - Rat);Stat5a(3773 - Rat);Stat5b(3774 - Rat);Stk11(1308653 - Rat);Sufu(1559462 - Rat);Tal1(1306748 - Rat);Tal2(1596467 - Rat);Tcf3(620914 - Rat);Tcl1a(1594686 - Rat);Tcn2(620681 - Rat);Terf2(1310881 - Rat);Tert(70494 - Rat);Tfpi(61914 - Rat);Tfrc(70488 - Rat);Thbd(621299 - Rat);Tlx1(1563655 - Rat);Tm9sf2(1359230 - Rat);Tnf(3876 - Rat);Tnfrsf10b(1308041 - Rat);Tnfrsf11a(1563614 - Rat);Tnfsf11(620784 - Rat);Tnfsf13(1305871 - Rat);Tnfsf8(1590403 - Rat);Topbp1(1562949 - Rat);Tp53(3889 - Rat);Tp73(1307083 - Rat);Tpmt(1585162 - Rat);Tyk2(2320469 - Rat);Tyms(3921 - Rat);Uty(1565481 - Rat);Vav1(3951 - Rat);Vdr(3959 - Rat);Vpreb1(1588558 - Rat);Wt1(3974 - Rat);Xpo1(620517 - Rat);Xrcc1(619823 - Rat);Zeb2(1307272 - Rat);Zfp36l2(1308913 - Rat)		term
Acute lymphoblastic leukemia	HP:0006721	0			term
Acute megakaryocytic leukemia	DOID:8761	30	Abcg2(631345 - Rat);Birc5(70499 - Rat);Coro7(621591 - Rat);Ctcf(621344 - Rat);Dcaf7(1305140 - Rat);Epor(2560 - Rat);Ezh2(1595860 - Rat);Gata1(2663 - Rat);Gfi1b(1311727 - Rat);Jak1(69056 - Rat);Jak3(2940 - Rat);Kansl1(1311429 - Rat);Mdga1(1307031 - Rat);Mfsd11(1307394 - Rat);Mrtfa(1304873 - Rat);Mt-nd6(620561 - Rat);Nras(3205 - Rat);Pcf11(1563397 - Rat);Prame(1596887 - Rat);Pten(61995 - Rat);Ptpn11(3447 - Rat);Rad21(1594529 - Rat);Rasal3(1309019 - Rat);Runx1(2283 - Rat);Setd2(1305576 - Rat);Slc9a2(3719 - Rat);Sncb(70992 - Rat);Srsf2(1359422 - Rat);Stag2(1562042 - Rat);Tp53(3889 - Rat)		term
Acute megakaryocytic leukemia	HP:0006733	0			term
Acute myeloid leukemia	DOID:9119	321	Abca1(631344 - Rat);Abcc3(71101 - Rat);Abcg2(631345 - Rat);Abl1(1584969 - Rat);Acsl6(69403 - Rat);Adcy7(619966 - Rat);Agrn(2067 - Rat);Akt1(2081 - Rat);Anapc2(1305546 - Rat);Anxa2(621170 - Rat);Anxa4(621171 - Rat);Anxa5(2120 - Rat);Anxa6(621172 - Rat);Aqp9(68433 - Rat);Arhgap26(1310923 - Rat);Arid4a(1307442 - Rat);Asmtl(1306877 - Rat);Asxl1(1561878 - Rat);Asxl2(1304710 - Rat);Atg2b(1304878 - Rat);Atp1b1(2170 - Rat);Baalc(628703 - Rat);Bach2(1562865 - Rat);Bcl2(2199 - Rat);Bcl2l1(2200 - Rat);Bcl2l10(621015 - Rat);Bcor(1562735 - Rat);Bdkrb1(620401 - Rat);Bdkrb2(2201 - Rat);Birc5(70499 - Rat);Bmi1(1307403 - Rat);Brd4(1307282 - Rat);Brd7(1309891 - Rat);Btg1(2224 - Rat);Cad(1588606 - Rat);Calr(620288 - Rat);Capg(1311724 - Rat);Capn2(2268 - Rat);Casp7(620944 - Rat);Cbfb(620493 - Rat);Cbl(1561386 - Rat);Cbr1(41210949 - Rat);Ccl2(3645 - Rat);Ccna1(1310639 - Rat);Ccnd1(68384 - Rat);Ccnd2(621083 - Rat);Cd33(1596020 - Rat);Cd44(2307 - Rat);Cd86(628714 - Rat);Cd9(2318 - Rat);Cdh1(69279 - Rat);Cdk6(621121 - Rat);Cdkn1b(69062 - Rat);Cdkn2a(2323 - Rat);Cdkn2a_v1(1578733 - Rat);Cdkn2a_v2(1578738 - Rat);Cdkn2b(2324 - Rat);Cebpa(2326 - Rat);Cebpd(2328 - Rat);Cebpe(2329 - Rat);Cfhr1(1310510 - Rat);Cflar(620847 - Rat);Chi3l1(620874 - Rat);Chic2(1309278 - Rat);Chmp5(1305968 - Rat);Cnr2(619713 - Rat);Coro7(621591 - Rat);Crebbp(2401 - Rat);Csf1r(2425 - Rat);Csf2(621065 - Rat);Csf3(2426 - Rat);Csf3r(1309114 - Rat);Cst3(2432 - Rat);Ctcf(621344 - Rat);Ctla4(61975 - Rat);Ctnna1(1359485 - Rat);Ctsh(2447 - Rat);Ctsz(708479 - Rat);Cxcr4(620465 - Rat);Cyp1a1(2458 - Rat);Cyp2b3(628627 - Rat);Cyp2d4(620640 - Rat);Dapk1(1311629 - Rat);Dapk2(1304708 - Rat);Dcaf7(1305140 - Rat);Ddx41(1311758 - Rat);Dhcr7(621769 - Rat);Dhodh(68352 - Rat);Dhx15(1308072 - Rat);Dlec1(1561649 - Rat);Dnmt1(620979 - Rat);Dnmt3a(1303336 - Rat);Dnmt3b(1303274 - Rat);Ehd3(621762 - Rat);Ehmt2(1302972 - Rat);Eif4ebp1(620259 - Rat);Enah(1307666 - Rat);Eno2(2554 - Rat);Ephx1(2557 - Rat);Epor(2560 - Rat);Erbb3(69323 - Rat);Ercc1(1306992 - Rat);Ercc2(1309109 - Rat);Erg(621108 - Rat);Etv6(1559537 - Rat);Ezh2(1595860 - Rat);F3(2587 - Rat);Fadd(628700 - Rat);Fanca(1311380 - Rat);Fancc(2593 - Rat);Fas(619831 - Rat);Fermt2(1311799 - Rat);Fermt3(1310168 - Rat);Fgfr1(620713 - Rat);Fhl2(61963 - Rat);Flt3(61308 - Rat);Fndc3b(1311673 - Rat);Foxo1(620283 - Rat);Fxyd6(69315 - Rat);Gas2l1(1311206 - Rat);Gata1(2663 - Rat);Gata2(2664 - Rat);Gfi1(2680 - Rat);Gfi1b(1311727 - Rat);Gli1(621673 - Rat);Gli2(1309270 - Rat);Gmps(1310063 - Rat);Gpatch1(1308935 - Rat);Gphn(69194 - Rat);Gpi(2727 - Rat);Gpx1(2729 - Rat);Gskip(1308470 - Rat);Gsr(621747 - Rat);Gstm1(2755 - Rat);Gstp1(2758 - Rat);Gstt1(2765 - Rat);Gtf2i(727961 - Rat);H1f0(2777 - Rat);H1f2(1587893 - Rat);Hgf(2794 - Rat);Hmox1(2806 - Rat);Hoxa9(1310001 - Rat);Hoxb9(1306158 - Rat);Hras(2827 - Rat);Hspb1(61306 - Rat);Id2(2859 - Rat);Idh1(2862 - Rat);Idh2(1597139 - Rat);Ier2(1359581 - Rat);Ifi30(1310758 - Rat);Ifng(2866 - Rat);Il10(2886 - Rat);Il17a(2888 - Rat);Il1a(2890 - Rat);Il4r(2899 - Rat);Il6(2901 - Rat);Inpp4b(620470 - Rat);Insl6(62061 - Rat);Irf2bp2(1589517 - Rat);Itgal(631424 - Rat);Itgam(2926 - Rat);Itgav(1310613 - Rat);Itgax(1561123 - Rat);Itgb2(1305581 - Rat);Itgb3(628868 - Rat);Jak1(69056 - Rat);Jak2(2939 - Rat);Jak3(2940 - Rat);Kansl1(1311429 - Rat);Kat6a(1304892 - Rat);Kcne2(621383 - Rat);Kit(620568 - Rat);Klf1(1309398 - Rat);Kmt2a(1586165 - Rat);Kmt2b(7678027 - Rat);Kmt2c(1587205 - Rat);Kmt2e(1309641 - Rat);Kras(2981 - Rat);LOC100909954(6501064 - Rat);Lat2(631397 - Rat);Lep(3000 - Rat);Lpar1(620563 - Rat);Lpp(1310535 - Rat);Lrp3(619729 - Rat);Lrrc56(1311654 - Rat);Ltc4s(620677 - Rat);Lyl1(1359244 - Rat);Mdga1(1307031 - Rat);Mdm2(1305332 - Rat);Me1(3074 - Rat);Mecom(1310997 - Rat);Mefv(61889 - Rat);Met(3082 - Rat);Mfsd11(1307394 - Rat);Mir155(7489038 - Rat);Mir802(2325478 - Rat);Mlf1(1306854 - Rat);Mllt10(1310874 - Rat);Mn1(1565571 - Rat);Mrtfa(1304873 - Rat);Mt-nd6(620561 - Rat);Mtarc2(621257 - Rat);Mthfr(1309952 - Rat);Mtrr(1308671 - Rat);Mx1(3127 - Rat);Mybl2(1308474 - Rat);Myc(3130 - Rat);Myh11(3136 - Rat);Nat2(70492 - Rat);Ncam1(67378 - Rat);Ncoa2(620108 - Rat);Nectin2(1309505 - Rat);Nf1(3168 - Rat);Nos3(3186 - Rat);Npm1(3192 - Rat);Nqo1(2503 - Rat);Nras(3205 - Rat);Nsd1(1307748 - Rat);Ntrk3(3214 - Rat);Numa1(1308777 - Rat);Nup214(1304977 - Rat);Nup98(71033 - Rat);Pcf11(1563397 - Rat);Pdcd1(1311658 - Rat);Pde4b(3280 - Rat);Phf6(2323526 - Rat);Picalm(621054 - Rat);Pim2(1560759 - Rat);Plat(3342 - Rat);Plcb1(3344 - Rat);Pml(1562602 - Rat);Pou4f1(620074 - Rat);Pparg(3371 - Rat);Prame(1596887 - Rat);Prkar1a(3391 - Rat);Psip1(631439 - Rat);Ptch1(621425 - Rat);Pten(61995 - Rat);Ptpn11(3447 - Rat);Pvr(3813 - Rat);Pxdn(1560694 - Rat);RT1-Bb(3469 - Rat);Rac2(1307568 - Rat);Rac3(1590052 - Rat);Rad21(1594529 - Rat);Rap1gap(1309908 - Rat);Rara(3534 - Rat);Rasal3(1309019 - Rat);Rasgrp1(3539 - Rat);Rb1(3540 - Rat);Retn(628781 - Rat);Rgs2(621665 - Rat);Rhpn2(1308366 - Rat);Rock1(620424 - Rat);Rtel1(1306721 - Rat);Runx1(2283 - Rat);Runx1t1(1305490 - Rat);Runx3(620082 - Rat);S100a10(628655 - Rat);S100a8(620265 - Rat);Samd9(1563091 - Rat);Samd9l(1562531 - Rat);Samhd1(1308369 - Rat);Septin9(708523 - Rat);Setd2(1305576 - Rat);Setd4(619899 - Rat);Sf3b1(620148 - Rat);Sf3b2(1307159 - Rat);Sgk1(3668 - Rat);Sh3gl1(708456 - Rat);Slc7a10(621672 - Rat);Slc9a2(3719 - Rat);Slit2(69310 - Rat);Smo(3726 - Rat);Sncb(70992 - Rat);Socs1(69272 - Rat);Sod2(3732 - Rat);Sparc(3742 - Rat);Spi1(1359607 - Rat);Spry4(1305324 - Rat);Srsf2(1359422 - Rat);Srsf4(1561347 - Rat);Stag2(1562042 - Rat);Stat3(3772 - Rat);Svil(1306354 - Rat);Syngr1(3801 - Rat);Tcea2(61825 - Rat);Tcl1a(1594686 - Rat);Tcn2(620681 - Rat);Tek(620980 - Rat);Tert(70494 - Rat);Tet2(1311625 - Rat);Tfpi2(628629 - Rat);Tfr2(1310152 - Rat);Tgm6(1565348 - Rat);Thbd(621299 - Rat);Tmem127(1309744 - Rat);Tnfsf10(628734 - Rat);Tnfsf8(1590403 - Rat);Tnfsf9(727974 - Rat);Top2a(62048 - Rat);Tp53(3889 - Rat);Trh(3903 - Rat);Trib3(708432 - Rat);Trio(1308360 - Rat);Tsc1(620124 - Rat);Tsc2(3908 - Rat);Tubb2a(1588452 - Rat);Tyms(3921 - Rat);U2af1(1584190 - Rat);Umps(1311908 - Rat);Vegfa(619991 - Rat);Vopp1(1306494 - Rat);Vsig4(1564659 - Rat);Wdr88(1560122 - Rat);Wt1(3974 - Rat);Zbtb16(727921 - Rat);Zbtb7a(620946 - Rat);Zfp91(628736 - Rat);Zrsr2(1559763 - Rat);test(14696673 - Rat)	LE(629485)|LEXF2A(1302605)|LEXF2D(7349321)|LEXF3(1302707)|LEXF4(1302604)|LEXF5(1302723)|LEXF6A(4140405)|LEXF7B(1302649)|LEXF8A(1302653)|LEXF8B(7349322)|LEXF8C(4140408)|LEXF8D(1302699)|LEXF9(1302618)	term
Acute myeloid leukemia	HP:0004808	0			term
Acute myeloid leukemia with minimal differentiation	DOID:0081085	0			term
Acute myelomonocytic leukemia	DOID:0081082	7	Arhgap26(1310923 - Rat);Cbfb(620493 - Rat);Cdkn2b(2324 - Rat);Flt3(61308 - Rat);Gmps(1310063 - Rat);Kmt2a(1586165 - Rat);Myh11(3136 - Rat)		term
Acute myelomonocytic leukemia	HP:0004820	0			term
Acute promyelocytic leukemia	DOID:0060318	60	Abca1(631344 - Rat);Akt1(2081 - Rat);Aqp9(68433 - Rat);Asxl1(1561878 - Rat);Birc5(70499 - Rat);Cd44(2307 - Rat);Cdkn2b(2324 - Rat);Cebpa(2326 - Rat);Cebpe(2329 - Rat);Dapk2(1304708 - Rat);Dhcr7(621769 - Rat);Dnmt3a(1303336 - Rat);F3(2587 - Rat);Flt3(61308 - Rat);Fndc3b(1311673 - Rat);Gli1(621673 - Rat);Gli2(1309270 - Rat);Gphn(69194 - Rat);Gstt1(2765 - Rat);Idh1(2862 - Rat);Idh2(1597139 - Rat);Ifng(2866 - Rat);Il17a(2888 - Rat);Irf2bp2(1589517 - Rat);Itgal(631424 - Rat);Itgam(2926 - Rat);Itgax(1561123 - Rat);Itgb2(1305581 - Rat);Kit(620568 - Rat);Kmt2e(1309641 - Rat);Lat2(631397 - Rat);Lep(3000 - Rat);Ltc4s(620677 - Rat);Me1(3074 - Rat);Mtarc2(621257 - Rat);Myc(3130 - Rat);Ncam1(67378 - Rat);Npm1(3192 - Rat);Nras(3205 - Rat);Numa1(1308777 - Rat);Plat(3342 - Rat);Pml(1562602 - Rat);Pparg(3371 - Rat);Prame(1596887 - Rat);Prkar1a(3391 - Rat);Ptpn11(3447 - Rat);Rap1gap(1309908 - Rat);Rara(3534 - Rat);Retn(628781 - Rat);Rock1(620424 - Rat);Slit2(69310 - Rat);Smo(3726 - Rat);Tet2(1311625 - Rat);Thbd(621299 - Rat);Tmem127(1309744 - Rat);Top2a(62048 - Rat);Trib3(708432 - Rat);Wt1(3974 - Rat);Zbtb16(727921 - Rat);test(14696673 - Rat)		term
Acute promyelocytic leukemia	HP:0004836	0			term
Acute radiation syndrome	DOID:9000275	0			term
Acute reversible leukoencephalopathy with increased urinary alpha-ketoglutarate	DOID:9000912	1	Slc13a3(628786 - Rat)		term
Acute zonal occult outer retinopathy	DOID:9002264	0			term
Adamantinoma	DOID:2776	0			term
Adams-Oliver syndrome	DOID:0060227	21	Arhgap31(1306093 - Rat);Camsap1(1565022 - Rat);Card9(708370 - Rat);Dll4(1309740 - Rat);Dnlz(1308635 - Rat);Dock6(1306517 - Rat);Entr1(1305930 - Rat);Eogt(1359357 - Rat);Gpsm1(628682 - Rat);Inpp5e(620478 - Rat);Kcnt1(621106 - Rat);Lhx3(71078 - Rat);Nacc2(1309292 - Rat);Notch1(3187 - Rat);Pmpca(727897 - Rat);Qsox2(1584720 - Rat);Rbpj(1593096 - Rat);Sec16a(2322350 - Rat);Snapc4(1309048 - Rat);Tmem250(1564379 - Rat);Ubac1(1359542 - Rat)		term
Adenine phosphoribosyltransferase deficiency	DOID:0060350	2	Aprt(1307758 - Rat);Galns(1565391 - Rat)		term
Adenocarcinoma of the small intestine	HP:0040274	0			term
Adenosine monophosphate deaminase deficiency	DOID:9007712	1	Ampd1(2109 - Rat)		term
Adie syndrome	DOID:11549	0			term
Adiposis dolorosa	DOID:3928	0			term
Adrenocortical carcinoma	DOID:3948	41	Abcb1a(619951 - Rat);Arid1b(708504 - Rat);Atm(1593265 - Rat);Atrx(619795 - Rat);Bap1(1311938 - Rat);Birc2(620690 - Rat);Birc3(621282 - Rat);Birc5(70499 - Rat);Birc6(1307247 - Rat);Birc7(1562883 - Rat);Braf(619908 - Rat);Cdkn2a(2323 - Rat);Cdkn2c(2325 - Rat);Chek2(621543 - Rat);Ctnnb1(70487 - Rat);Daxx(621227 - Rat);Egfr(2543 - Rat);Faf1(70987 - Rat);Gnas(2716 - Rat);H3f3a(2319910 - Rat);Igf1r(2869 - Rat);Igf2(2870 - Rat);Insl6(62061 - Rat);Jak2(2939 - Rat);Kmt2a(1586165 - Rat);Med12(1585896 - Rat);Men1(3078 - Rat);Mlh1(620937 - Rat);Msh6(2322311 - Rat);Nras(3205 - Rat);Pik3ca(620916 - Rat);Rad52(1304975 - Rat);Rb1(3540 - Rat);Rrm1(1592569 - Rat);Smarca4(621728 - Rat);Sparc(3742 - Rat);Tert(70494 - Rat);Top2a(62048 - Rat);Tp53(3889 - Rat);Xiap(620692 - Rat);Znrf3(1593771 - Rat)		term
Adrenocortical carcinoma	HP:0006744	0			term
Adrenogenital syndrome	DOID:9002128	27	Avpr1a(2185 - Rat);Avpr2(2186 - Rat);Bmpr2(71082 - Rat);Cyp11a1(69325 - Rat);Cyp11b1(2453 - Rat);Cyp11b2(2454 - Rat);Cyp17a1(2456 - Rat);Cyp19a1(2457 - Rat);Cyp1b1(2460 - Rat);Cyp21a1(2461 - Rat);H6pd(1306562 - Rat);Hsd11b1(2834 - Rat);Hsd3b2(67377 - Rat);Htr4(2850 - Rat);Igfals(68429 - Rat);Igfbp3(2874 - Rat);Il6st(2903 - Rat);Nr0b1(62028 - Rat);Pde8b(735041 - Rat);Pole(1594540 - Rat);Por(68335 - Rat);Pparg(3371 - Rat);Prkar1a(3391 - Rat);Ren(3554 - Rat);Star(3770 - Rat);Tnxb(1594402 - Rat);Wnt4(621348 - Rat)		term
Adrenogenital syndrome	HP:0000840	0			term
Adrenomyodystrophy	DOID:9006248	0			term
Adult dermatomyositis	DOID:14202	0			term
Adult hepatocellular carcinoma	DOID:0070328	0			term
Adult hypophosphatasia	DOID:0110913	1	Alpl(2100 - Rat)		term
Adult-onset autosomal dominant demyelinating leukodystrophy	DOID:0060785	4	Aldh7a1(1308614 - Rat);Lmnb1(620522 - Rat);Phax(708448 - Rat);Tex43(1561039 - Rat)		term
Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia	DOID:0080523	2	Aars1(1304832 - Rat);Csf1r(2425 - Rat)		term
ADULT syndrome	DOID:0050601	1	Tp63(620863 - Rat)		term
Adult T-cell leukemia/lymphoma	DOID:0050523	45	Birc5(70499 - Rat);Bmp6(2214 - Rat);Card11(2323211 - Rat);Ccr4(620594 - Rat);Ccr7(735151 - Rat);Cd163(1310382 - Rat);Cd274(1566211 - Rat);Cd28(2299 - Rat);Cd68(1305970 - Rat);Cd80(2314 - Rat);Cd86(628714 - Rat);Csnk1a1(71098 - Rat);Csnk2a1(621663 - Rat);Csnk2b(619978 - Rat);Ctla4(61975 - Rat);Fas(619831 - Rat);Foxp3(1562112 - Rat);Fyn(2641 - Rat);Gata3(621250 - Rat);Gpr183(1598095 - Rat);Hnrnpa2b1(1310403 - Rat);Icos(620123 - Rat);Ifna1(1306135 - Rat);Ifng(2866 - Rat);Ikzf2(1308686 - Rat);Il10(2886 - Rat);Il2(620047 - Rat);Il4(2898 - Rat);Il5(2900 - Rat);Il6(2901 - Rat);Irf4(1308050 - Rat);Jak3(2940 - Rat);Myb(1560020 - Rat);Notch1(3187 - Rat);Nras(3205 - Rat);Plcg1(3347 - Rat);Prkcb(3396 - Rat);Stat3(3772 - Rat);Tal2(1596467 - Rat);Terf2(1310881 - Rat);Tlx1(1563655 - Rat);Tnfsf8(1590403 - Rat);Tp53(3889 - Rat);Tp73(1307083 - Rat);Vav1(3951 - Rat)		term
African iron overload	DOID:0111033	0			term
